student_id,gender,age,department,year_of_study,socio_economic_status,parental_education,hostel_status,attendance_percentage,internal_marks,assignment_score,lab_performance,previous_sem_gpa,backlogs,study_hours_per_week,participation,extracurricular_score,login_frequency,library_usage,online_course_completion,discipline_records,stress_level,current_gpa,pass_fail,at_risk_student
STU01359,Male,22,MBA,3,Medium,Bachelor,Hosteller,62.28,75.86,61.7,66.09,5.85,2,13.77,Medium,65.75,47.63,2.8,84.34,0,Low,5.55,0,1
STU01360,Male,22,CSE,2,Medium,PhD,Hosteller,71.73,69.05,62.93,73.59,5.37,0,14.24,Low,58.24,58.26,17.28,29.36,0,Medium,5.19,1,0
STU01361,Female,21,MCA,2,Medium,Master,Day Scholar,71.44,68.17,69.23,81.5,6.59,0,11.88,High,21.23,40.15,8.61,59.59,0,Medium,5.83,1,0
STU01362,Female,23,EEE,4,Low,Diploma,Hosteller,89.19,79.54,75.54,90.25,6.3,0,18.74,Low,45.99,64.18,12.28,61.65,2,Medium,6.79,1,0
STU01363,Male,20,MCA,1,Medium,Bachelor,Day Scholar,78.02,66.33,72.01,51.6,5.51,0,8.5,Low,30.05,47.15,29.42,66.84,0,Medium,5.23,1,0
STU01364,Female,23,ECE,4,High,No Degree,Hosteller,81.93,74.39,62.35,61.14,5.64,1,21.06,Medium,34.31,87.04,21.57,55.91,0,Low,6.62,1,0
STU01365,Female,22,CSE,3,Low,PhD,Hosteller,71.95,56.16,69.32,61.53,5.62,1,29.06,Low,57.53,38.59,18.96,32.08,0,Medium,5.6,1,0
STU01366,Female,23,EEE,3,Medium,PhD,Day Scholar,93.4,79.9,67.13,66.53,8.74,0,24.84,Medium,39.98,66.11,14.1,45.63,0,Medium,8.26,1,0
STU01367,Female,22,MECH,4,Medium,Master,Hosteller,95.93,77.51,60.55,55.88,4.91,1,14.53,Medium,42.86,72.16,8.72,32.12,0,Medium,6.79,1,0
STU01368,Male,23,ECE,3,Low,Diploma,Day Scholar,66.15,67.57,69.16,80.84,6.03,0,21.63,High,82.97,86.28,19.6,68.18,0,Low,5.84,1,0
STU01369,Female,23,MBA,4,High,Bachelor,Day Scholar,56.44,44.58,75.55,55.64,6.37,0,13.69,Low,44.91,73.48,18.75,31.63,1,Medium,5.01,1,1
STU01370,Male,25,MBA,4,Low,No Degree,Day Scholar,63.42,46.66,82.61,85.16,5.2,2,19.56,Low,34.63,16.68,22.31,48.77,0,Medium,5.37,0,1
STU01371,Female,23,MECH,3,Medium,No Degree,Hosteller,72.49,64.39,62.44,64.76,5.91,0,20.76,Medium,66.25,51.47,17.7,37.72,0,Medium,5.8,1,0
STU01372,Male,22,MECH,1,Low,Master,Day Scholar,86.36,82.47,66.68,51.91,6.19,0,22.8,Low,34.47,35.64,6.79,36.41,0,Medium,6.88,1,0
STU01373,Female,21,MCA,2,Low,Master,Day Scholar,80.22,61.2,62.72,77.65,6.5,0,21.67,Medium,38.35,63.76,10.14,41.64,0,High,5.51,1,0
STU01374,Female,23,MECH,3,Medium,Bachelor,Hosteller,79.27,76.5,83.95,69.74,8.31,0,23.07,Low,30.27,85.43,11.98,89.42,0,Medium,7.08,1,0
STU01375,Male,24,CIVIL,4,Medium,Bachelor,Hosteller,86.68,87.93,83.22,54.98,5.23,0,26.39,Low,32.86,76.17,8.26,63.32,0,Medium,7.9,1,0
STU01376,Female,21,MBA,2,Medium,Master,Hosteller,84.49,66.75,89.39,65.39,7.73,1,13.06,Medium,22.43,30.19,14.48,43.39,0,Low,7.19,1,0
STU01377,Male,22,MBA,4,Low,Bachelor,Hosteller,66.72,61.81,65.95,79.01,6.37,0,20.28,High,26.09,41.66,21.06,80.69,0,High,5.93,1,0
STU01378,Female,21,MBA,3,Medium,Diploma,Hosteller,63.69,84.07,76.99,70.06,6.59,0,15.43,Medium,15.84,49.09,16.08,61.33,0,High,7.66,1,1
STU01379,Female,22,CSE,2,High,Master,Hosteller,78.66,51.67,100.0,75.57,6.56,1,23.21,Low,33.9,63.05,14.55,0.0,0,Medium,7.16,0,0
STU01380,Female,24,CIVIL,4,Low,Diploma,Hosteller,75.13,84.75,85.48,87.14,6.62,1,10.17,Medium,83.22,55.22,5.13,75.06,0,High,6.42,1,0
STU01381,Male,21,CIVIL,2,High,No Degree,Hosteller,69.26,71.34,68.15,66.95,5.46,0,22.41,High,31.37,27.82,0.67,78.43,0,Low,6.43,1,0
STU01382,Female,22,CIVIL,1,Medium,Bachelor,Hosteller,83.59,64.38,67.39,67.05,7.45,0,11.37,Low,23.29,52.03,13.89,23.28,0,Low,7.01,1,0
STU01383,Female,20,MECH,3,Low,No Degree,Day Scholar,92.25,75.87,83.98,63.29,8.52,0,24.11,Low,33.34,58.37,15.35,99.89,0,Low,6.77,1,0
STU01384,Female,20,CSE,2,Medium,Diploma,Day Scholar,65.83,81.46,59.68,67.76,8.25,0,23.6,Low,10.77,29.83,18.72,57.95,0,Low,7.47,1,0
STU01385,Female,20,MBA,2,Low,No Degree,Hosteller,79.94,61.63,87.23,88.72,4.76,2,15.07,Medium,48.7,62.41,5.24,52.27,1,Low,5.57,1,1
STU01386,Female,19,MCA,2,Low,Bachelor,Day Scholar,76.69,58.81,58.86,72.89,7.49,0,16.99,Medium,40.45,57.62,13.0,30.7,0,Medium,6.2,1,0
STU01387,Female,20,MECH,3,High,Bachelor,Hosteller,79.57,63.45,37.65,63.55,6.41,0,16.51,Medium,57.45,34.99,13.64,47.24,0,Medium,5.34,1,0
STU01388,Male,21,MCA,3,Medium,Master,Day Scholar,80.71,80.09,80.31,68.82,7.62,1,17.42,High,55.95,48.5,1.3,1.89,0,Medium,6.62,1,0
STU01389,Female,20,ECE,1,Medium,Bachelor,Hosteller,74.26,71.31,90.13,68.8,6.53,0,21.56,Medium,63.05,62.03,10.62,12.51,0,High,6.69,1,0
STU01390,Male,24,EEE,3,High,Master,Day Scholar,88.82,55.52,55.31,73.29,7.52,0,7.37,Medium,29.27,68.15,12.86,31.25,2,High,7.08,1,0
STU01391,Male,20,CIVIL,1,Medium,No Degree,Day Scholar,84.21,61.35,90.92,78.98,5.97,0,21.6,Low,66.49,24.63,12.42,49.22,0,High,6.67,1,0
STU01392,Male,18,CIVIL,1,Low,Diploma,Day Scholar,91.58,73.18,56.89,62.45,6.67,0,9.32,Low,21.6,70.14,4.24,21.87,0,High,7.35,1,0
STU01393,Male,24,MECH,4,Low,No Degree,Hosteller,74.89,64.93,59.42,73.56,7.5,1,21.97,High,24.03,52.11,9.31,68.84,1,Low,5.87,1,0
STU01394,Female,22,EEE,3,Medium,Master,Day Scholar,79.28,50.12,66.42,72.01,8.48,0,22.74,Low,23.47,29.59,4.73,65.13,0,Low,6.03,1,0
STU01395,Male,23,MBA,2,Medium,Diploma,Hosteller,93.9,66.39,63.55,64.99,7.79,0,14.74,Medium,52.28,40.27,3.87,53.23,1,High,6.74,1,0
STU01396,Female,21,CSE,3,Low,Diploma,Hosteller,69.08,61.03,65.23,50.41,7.92,0,16.97,Medium,52.46,23.8,17.52,76.27,0,Medium,6.49,1,0
STU01397,Male,21,MECH,3,Medium,No Degree,Hosteller,99.88,73.64,82.03,61.42,7.74,0,36.87,High,11.59,97.95,17.95,21.94,0,Medium,6.75,1,0
STU01398,Female,20,MCA,3,Medium,Diploma,Day Scholar,55.0,67.03,57.75,91.88,6.46,0,11.92,High,57.46,49.5,20.81,44.74,0,Medium,6.01,1,1
STU01399,Female,20,ECE,3,Medium,Bachelor,Hosteller,77.81,54.51,82.42,82.28,6.37,0,11.99,Medium,56.54,58.24,7.25,100.0,1,Medium,5.39,1,0
STU01400,Female,22,CIVIL,2,Medium,Master,Day Scholar,68.68,49.81,49.51,79.8,6.81,0,24.11,Medium,38.33,84.44,8.24,22.61,0,Medium,5.74,1,0
STU01401,Female,21,EEE,3,Medium,No Degree,Hosteller,63.82,100.0,43.9,68.53,5.82,1,20.65,Medium,33.74,34.2,15.42,32.03,0,Medium,6.05,0,1
STU01402,Female,21,MBA,2,Low,Bachelor,Hosteller,76.02,65.19,66.59,61.15,4.91,1,16.85,Medium,87.55,37.63,15.61,18.77,0,Low,6.82,1,0
STU01403,Female,21,CSE,2,Low,No Degree,Hosteller,93.25,71.07,63.76,57.24,5.85,0,9.91,Medium,26.46,66.25,8.12,59.25,0,High,5.62,1,0
STU01404,Female,22,EEE,3,Medium,Bachelor,Day Scholar,81.33,74.97,63.02,70.65,7.0,0,19.84,Low,24.93,60.36,11.01,0.03,0,Medium,6.49,1,0
STU01405,Male,19,MCA,2,Medium,PhD,Day Scholar,77.42,57.53,38.36,37.8,6.65,1,21.75,Medium,75.9,53.11,13.61,56.92,0,Low,6.45,1,0
STU01406,Male,19,MCA,2,Medium,Bachelor,Day Scholar,80.72,55.61,71.07,64.17,9.31,1,17.99,Low,52.36,45.52,5.38,66.51,0,High,6.19,1,0
STU01407,Female,18,MECH,1,Low,Bachelor,Day Scholar,62.83,68.82,90.52,77.57,6.81,0,23.26,Low,54.63,70.2,18.2,89.65,1,High,5.79,1,1
STU01408,Female,22,ECE,1,Low,Master,Hosteller,89.83,86.0,88.64,71.96,7.83,1,20.29,Low,62.71,28.45,5.64,46.41,0,Low,8.22,1,0
STU01409,Male,21,MCA,4,Low,Bachelor,Hosteller,72.11,49.79,87.2,63.81,7.33,0,25.48,Medium,25.06,78.28,17.37,5.13,0,Medium,6.27,1,0
STU01410,Male,21,ECE,4,High,Master,Hosteller,75.76,77.1,97.25,83.89,6.51,0,22.01,Medium,78.31,75.07,13.25,37.77,0,Medium,6.91,1,0
STU01411,Female,23,CSE,4,High,Diploma,Hosteller,75.98,78.87,86.05,57.26,5.59,1,20.57,Low,37.57,59.33,5.24,31.44,0,Medium,6.22,1,0
STU01412,Male,24,MBA,4,Medium,Master,Day Scholar,64.28,57.21,60.75,66.54,6.35,0,16.75,Medium,10.64,56.82,22.49,45.82,0,High,5.31,1,1
STU01413,Male,21,MCA,1,Low,Diploma,Hosteller,75.04,66.8,58.35,68.92,7.06,0,19.84,Medium,23.19,33.59,8.02,84.14,0,Medium,6.74,1,0
STU01414,Female,19,MCA,1,Low,Bachelor,Day Scholar,80.73,49.23,70.43,72.79,5.47,0,7.63,Medium,46.87,81.84,10.69,25.55,0,High,5.5,1,0
STU01415,Female,25,ECE,4,Medium,Bachelor,Day Scholar,94.16,51.34,48.82,70.48,6.04,1,19.54,High,25.53,43.17,12.3,54.18,0,Low,6.19,0,0
STU01416,Male,22,EEE,1,High,Master,Day Scholar,82.51,58.21,70.37,66.43,8.63,0,22.24,High,63.4,44.09,20.26,53.98,0,Low,5.57,1,0
STU01417,Male,25,MBA,4,High,Master,Hosteller,83.93,89.65,96.71,75.32,7.73,0,15.44,Low,39.44,67.78,30.0,79.17,0,High,7.77,1,0
STU01418,Male,22,EEE,4,Low,Bachelor,Day Scholar,76.54,70.51,84.72,69.95,5.96,0,16.48,Medium,75.7,51.03,14.16,41.89,1,Medium,7.11,1,0
STU01419,Male,18,EEE,1,Medium,PhD,Hosteller,67.6,66.99,44.99,84.73,6.37,0,10.35,Low,61.28,21.71,13.67,39.29,0,Medium,5.44,1,0
STU01420,Female,18,CSE,1,Medium,Bachelor,Hosteller,82.15,62.26,57.12,80.81,5.52,0,18.19,Medium,35.74,63.59,20.21,65.64,0,High,5.3,1,0
STU01421,Male,20,ECE,2,Medium,Diploma,Hosteller,64.76,62.18,81.48,81.03,6.82,2,32.08,Medium,21.3,86.78,13.46,70.51,0,High,5.7,0,1
STU01422,Male,21,EEE,4,Low,Bachelor,Day Scholar,77.55,61.2,90.36,40.7,6.61,1,17.91,Medium,53.91,57.5,12.57,94.07,0,Medium,6.49,1,0
STU01423,Female,18,CIVIL,1,Medium,PhD,Day Scholar,77.5,72.77,65.68,56.42,7.31,0,26.49,Low,18.68,53.59,10.62,40.09,1,Low,6.15,1,0
STU01424,Female,21,CIVIL,1,Medium,Master,Day Scholar,57.15,43.8,72.63,49.97,6.14,0,18.34,Medium,67.46,42.74,11.88,29.6,1,Low,4.78,1,1
STU01425,Male,22,MCA,1,Medium,No Degree,Day Scholar,87.25,60.13,59.67,85.25,6.93,0,21.59,Medium,43.1,26.25,13.51,49.54,0,High,5.5,1,0
STU01426,Female,24,CIVIL,4,Medium,Diploma,Hosteller,70.89,75.25,65.89,92.33,5.8,0,23.0,Medium,53.51,79.03,13.86,100.0,0,High,6.48,1,0
STU01427,Female,20,EEE,2,Low,Bachelor,Hosteller,72.25,60.75,65.2,80.84,6.74,0,9.19,Medium,75.66,42.05,11.22,100.0,0,High,5.1,1,0
STU01428,Female,22,CIVIL,2,Medium,No Degree,Hosteller,82.34,42.94,70.41,70.76,6.89,1,16.85,Low,69.68,43.01,17.87,78.43,0,Medium,4.84,0,1
STU01429,Female,23,ECE,4,High,No Degree,Hosteller,78.77,59.63,86.52,64.59,6.78,0,20.68,Low,43.48,57.11,13.82,27.59,1,Medium,6.39,1,0
STU01430,Female,19,MECH,2,Medium,Bachelor,Hosteller,91.8,95.36,62.8,83.74,8.25,0,5.05,Medium,75.34,54.79,8.88,51.18,0,Low,7.99,1,0
STU01431,Male,21,MCA,4,High,Bachelor,Day Scholar,56.26,58.8,66.74,77.72,8.65,0,24.42,Low,44.65,80.69,12.07,78.52,1,Medium,6.03,1,1
STU01432,Female,23,CSE,2,Low,Diploma,Day Scholar,82.68,59.61,80.19,71.96,5.74,2,20.13,Medium,50.37,16.59,14.22,42.42,0,High,5.86,1,1
STU01433,Male,22,CIVIL,1,Low,Master,Hosteller,83.03,55.92,65.17,58.68,7.11,0,9.52,Medium,56.69,80.27,10.93,53.01,0,Low,6.02,1,0
STU01434,Male,22,CSE,2,Medium,Master,Day Scholar,74.78,54.13,41.21,85.32,5.37,0,18.78,Medium,15.25,57.58,9.98,73.09,0,Medium,4.72,1,1
STU01435,Female,21,CIVIL,4,High,Master,Day Scholar,93.19,75.67,62.41,80.11,5.99,0,21.07,Low,35.11,58.73,21.6,34.34,0,Medium,6.31,1,0
STU01436,Male,21,MCA,1,Medium,Diploma,Day Scholar,78.82,67.6,57.93,78.5,5.57,0,8.27,High,79.25,44.79,9.06,24.23,0,High,5.83,1,0
STU01437,Male,20,MBA,1,High,Bachelor,Day Scholar,67.91,50.52,56.97,53.56,7.4,0,17.2,High,24.41,31.51,18.64,90.07,0,High,6.44,1,0
STU01438,Male,23,MCA,3,Medium,No Degree,Day Scholar,55.62,55.55,80.36,60.65,7.98,0,17.32,Low,77.9,31.98,13.63,64.63,0,Medium,5.87,1,1
STU01439,Female,24,EEE,3,High,No Degree,Hosteller,72.04,54.5,65.53,53.27,7.04,1,9.33,Medium,26.74,59.43,0.2,19.18,0,Medium,5.1,0,0
STU01440,Female,24,MCA,3,Low,No Degree,Day Scholar,81.63,69.32,69.1,74.48,7.31,0,14.86,Medium,47.55,53.23,18.14,100.0,1,High,7.79,1,0
STU01441,Female,23,MBA,2,Low,No Degree,Day Scholar,72.53,33.35,69.29,67.68,6.42,0,12.62,Medium,43.96,38.96,16.86,48.03,1,Medium,5.39,1,0
STU01442,Female,23,EEE,4,High,PhD,Hosteller,78.28,76.45,92.54,94.13,8.03,0,21.48,Medium,49.49,40.81,11.31,94.95,0,Medium,7.02,1,0
STU01443,Male,24,CIVIL,3,Low,Bachelor,Day Scholar,64.12,71.48,83.92,74.28,4.29,0,20.63,Low,27.69,73.37,16.38,53.36,0,Medium,5.28,1,1
STU01444,Female,24,MBA,4,Medium,Bachelor,Day Scholar,63.95,58.11,98.9,59.8,5.58,1,13.97,Medium,56.15,62.84,0.43,49.61,0,Low,5.7,0,1
STU01445,Male,24,EEE,4,Low,Bachelor,Day Scholar,80.83,95.07,50.12,71.91,5.02,1,10.96,Medium,59.65,55.21,4.49,20.24,0,Low,7.49,1,0
STU01446,Female,23,EEE,3,Medium,No Degree,Hosteller,67.61,71.15,38.86,56.44,5.22,1,22.53,High,47.11,56.16,11.93,84.3,0,High,5.8,1,0
STU01447,Female,24,CSE,4,Low,No Degree,Day Scholar,73.39,90.09,80.21,68.51,7.65,0,15.4,Medium,32.88,61.09,8.32,53.89,0,High,7.36,1,0
STU01448,Female,23,MBA,2,Medium,Bachelor,Hosteller,60.39,64.32,65.4,70.99,6.02,0,11.4,Medium,46.95,73.68,9.04,41.79,0,Low,5.81,1,1
STU01449,Female,18,EEE,1,Low,Bachelor,Hosteller,90.67,66.47,83.8,67.35,7.05,0,17.27,Low,64.93,60.49,7.28,46.36,0,Low,7.16,1,0
STU01450,Female,24,MBA,3,Medium,PhD,Day Scholar,86.39,74.91,72.01,60.74,5.86,1,5.0,Medium,58.87,44.33,14.81,89.42,0,Medium,6.33,1,0
STU01451,Female,22,CSE,4,High,Diploma,Day Scholar,76.19,74.29,47.05,83.91,6.53,0,15.5,Low,65.75,39.65,14.46,71.97,0,Low,5.56,1,0
STU01452,Male,20,CIVIL,1,Low,Bachelor,Hosteller,78.83,81.18,88.7,57.23,5.7,0,22.22,High,32.7,45.27,12.49,4.17,0,Low,6.21,1,0
STU01453,Male,22,MCA,2,Medium,Diploma,Day Scholar,82.14,81.08,54.49,70.94,4.6,1,20.93,Medium,2.88,81.41,10.98,82.36,0,High,5.94,1,0
STU01454,Female,22,MCA,1,Medium,No Degree,Day Scholar,65.95,63.96,55.41,62.66,7.31,1,23.01,Low,38.26,75.18,12.09,42.9,0,Medium,5.96,0,0
STU01455,Male,23,MCA,4,Medium,Master,Hosteller,77.39,60.63,79.99,66.97,6.41,1,16.89,Medium,38.46,48.3,0.0,77.42,0,Medium,6.85,1,0
STU01456,Male,21,CSE,2,Medium,Bachelor,Hosteller,73.32,51.39,57.07,74.86,7.14,0,19.92,High,34.19,100.0,13.81,35.24,0,High,4.85,1,1
STU01457,Male,23,EEE,4,Medium,No Degree,Hosteller,73.82,63.34,74.64,76.84,6.98,0,24.56,Medium,49.44,35.59,7.95,14.28,0,Medium,6.34,1,0
STU01458,Female,23,CSE,3,High,Bachelor,Hosteller,70.94,61.91,73.71,67.81,6.5,0,21.04,Medium,53.67,39.75,4.24,80.76,0,Low,6.51,1,0
STU01459,Female,20,MBA,1,Medium,No Degree,Hosteller,81.64,69.94,80.89,84.81,4.64,1,14.42,Medium,30.71,10.18,12.61,64.52,1,Low,6.31,0,0
STU01460,Male,23,EEE,3,Medium,Master,Day Scholar,83.92,62.96,81.18,81.71,8.6,0,20.31,Low,17.4,52.87,3.46,29.53,0,Medium,7.2,1,0
STU01461,Female,22,CSE,3,Medium,Bachelor,Day Scholar,89.96,55.62,70.45,71.84,5.64,1,21.21,Medium,81.84,100.0,14.78,47.24,0,High,5.97,1,0
STU01462,Male,21,CIVIL,4,Medium,PhD,Day Scholar,69.91,65.56,69.07,66.22,6.44,2,15.26,Medium,68.67,60.13,12.35,45.45,1,Low,5.93,0,1
STU01463,Female,21,MBA,2,Low,No Degree,Hosteller,78.33,89.95,82.0,78.41,7.46,1,20.17,High,83.83,9.19,14.81,11.62,0,Medium,7.56,1,0
STU01464,Male,22,MBA,3,Medium,Bachelor,Hosteller,65.96,78.83,63.69,42.77,7.15,2,15.98,High,99.56,88.25,16.2,56.03,1,High,6.53,0,1
STU01465,Female,22,MECH,4,High,No Degree,Day Scholar,82.57,77.68,87.8,58.42,7.03,1,14.09,Low,38.27,23.93,7.7,50.08,0,High,6.85,0,0
STU01466,Female,21,MECH,1,Medium,PhD,Day Scholar,69.22,51.69,61.72,80.33,5.59,0,19.25,High,45.1,53.64,13.52,24.76,0,Medium,5.56,1,0
STU01467,Male,19,MBA,1,Medium,PhD,Day Scholar,83.23,71.34,47.05,63.3,6.58,0,22.76,Medium,42.65,15.41,8.6,42.84,0,Medium,5.58,1,0
STU01468,Male,23,MBA,2,Low,Master,Hosteller,95.84,68.24,88.19,75.34,5.19,0,18.86,Low,15.1,37.97,7.89,55.47,0,High,5.7,1,0
STU01469,Female,20,MCA,2,Medium,Bachelor,Day Scholar,66.09,54.91,64.54,61.49,7.16,0,24.31,Medium,55.05,52.69,9.96,61.38,1,High,5.78,1,0
STU01470,Male,20,CIVIL,1,Medium,Bachelor,Day Scholar,88.82,81.69,72.73,90.91,6.28,0,13.64,Low,53.1,36.35,12.12,48.71,0,Low,6.36,1,0
STU01471,Male,20,MECH,3,Medium,No Degree,Hosteller,72.36,87.8,59.95,71.39,5.7,1,22.03,Low,31.54,39.06,6.22,57.61,0,High,6.84,0,0
STU01472,Female,21,CSE,4,Medium,Master,Day Scholar,79.8,71.99,100.0,84.44,6.92,1,7.18,Medium,37.63,68.24,15.8,65.4,0,Medium,5.87,0,0
STU01473,Male,19,MBA,2,High,Bachelor,Day Scholar,71.66,50.39,83.29,76.9,6.91,1,18.44,Medium,88.89,66.71,15.5,30.81,0,Medium,5.02,1,0
STU01474,Female,24,EEE,3,High,Master,Hosteller,81.64,58.7,68.25,62.74,5.45,1,19.95,Medium,50.21,47.72,12.31,31.6,0,Medium,5.57,0,0
STU01475,Male,21,CSE,1,High,Master,Day Scholar,81.34,56.01,93.88,66.03,6.85,3,11.31,Medium,27.71,48.34,8.87,23.98,0,Low,6.3,0,1
STU01476,Female,23,ECE,2,Low,Bachelor,Hosteller,85.4,59.76,58.95,71.28,8.35,0,17.77,Medium,25.37,85.44,11.66,42.74,0,Medium,6.04,1,0
STU01477,Female,25,MECH,4,Medium,Diploma,Day Scholar,69.77,75.08,73.59,67.38,5.03,1,18.09,High,64.97,50.77,17.53,46.24,0,Low,6.71,1,0
STU01478,Male,22,MCA,4,Low,Master,Day Scholar,62.84,40.31,76.62,67.67,5.56,2,15.71,Medium,23.37,47.66,9.59,59.13,0,Medium,4.81,1,1
STU01479,Female,20,EEE,1,High,Bachelor,Day Scholar,85.47,64.12,61.96,76.88,6.83,0,17.44,Medium,60.79,67.9,0.0,43.56,0,High,6.23,1,0
STU01480,Female,24,ECE,4,Low,Bachelor,Day Scholar,74.16,38.57,79.75,57.63,5.93,0,10.03,Medium,13.41,9.45,19.62,75.96,0,Medium,6.58,1,0
STU01481,Female,25,EEE,4,High,Master,Day Scholar,55.0,55.61,46.83,83.45,5.33,0,17.37,High,47.51,65.44,11.68,33.8,0,Low,5.67,1,1
STU01482,Male,21,CSE,1,Medium,PhD,Hosteller,66.68,67.84,67.16,72.43,8.28,1,8.09,Low,56.0,54.65,12.1,46.07,1,Medium,5.77,1,0
STU01483,Female,22,ECE,2,High,Master,Day Scholar,55.0,54.6,55.76,54.47,8.24,0,7.02,Medium,48.07,38.66,14.2,30.01,0,Medium,6.19,1,1
STU01484,Male,23,MCA,2,Medium,Diploma,Day Scholar,87.27,78.08,61.3,58.86,7.14,0,16.15,Low,100.0,97.58,16.76,33.44,0,Medium,6.63,1,0
STU01485,Male,22,CSE,4,Medium,Diploma,Day Scholar,83.46,72.47,88.75,50.02,4.68,1,13.2,Low,65.26,43.94,9.38,43.75,0,Medium,6.43,1,0
STU01486,Male,20,MECH,1,Medium,Bachelor,Day Scholar,71.2,55.45,80.58,76.77,9.53,0,7.51,Low,86.09,53.96,9.26,54.71,0,Medium,6.94,1,0
STU01487,Male,20,MCA,1,Medium,Diploma,Hosteller,72.67,55.72,59.09,75.42,4.9,0,13.0,Medium,19.94,33.17,11.86,69.09,0,Medium,5.88,1,0
STU01488,Male,21,CIVIL,1,Low,Bachelor,Day Scholar,77.07,83.16,79.64,83.06,5.01,1,22.83,Medium,15.76,44.38,21.25,61.38,0,High,6.44,1,0
STU01489,Male,24,MBA,3,Medium,No Degree,Day Scholar,83.47,86.12,78.51,82.8,6.7,0,16.65,Medium,56.8,68.55,20.71,38.5,0,High,7.43,1,0
STU01490,Male,22,ECE,4,Medium,Bachelor,Hosteller,79.79,68.58,73.72,81.58,6.61,0,16.74,Medium,49.88,47.4,18.39,49.72,1,Medium,5.77,1,0
STU01491,Male,18,CIVIL,1,Medium,PhD,Day Scholar,85.59,83.31,90.49,61.16,6.46,0,6.51,Medium,32.59,33.32,14.01,9.21,0,Medium,8.7,1,0
STU01492,Female,18,MECH,1,High,No Degree,Day Scholar,88.97,74.42,70.92,50.94,7.6,2,8.5,Low,40.39,30.79,8.09,60.82,0,Low,6.68,1,1
STU01493,Female,25,ECE,4,High,Master,Hosteller,65.94,71.1,68.56,48.05,5.83,0,14.28,Medium,38.14,59.88,12.27,25.19,1,Low,6.09,1,0
STU01494,Female,25,MECH,4,Low,Diploma,Hosteller,98.83,83.5,86.16,81.14,5.67,0,11.98,Medium,58.76,83.43,16.4,45.83,2,High,6.99,1,0
STU01495,Female,21,CIVIL,3,High,No Degree,Hosteller,64.33,71.21,37.92,52.98,7.24,0,17.95,Medium,92.91,34.55,5.79,42.44,0,Medium,6.11,1,1
STU01496,Female,22,ECE,1,Medium,Diploma,Day Scholar,77.93,64.74,39.63,70.71,7.21,1,7.92,Medium,54.06,55.66,20.34,13.77,0,Medium,6.54,0,0
STU01497,Male,21,MECH,2,High,Diploma,Hosteller,84.19,95.15,75.12,74.56,6.74,1,16.9,Medium,67.88,75.88,25.0,49.41,0,Low,8.11,1,0
STU01498,Female,20,MBA,2,Medium,PhD,Hosteller,72.04,56.22,58.28,54.77,7.64,0,20.61,Low,61.1,60.87,15.41,0.0,0,Medium,5.92,1,0
STU01499,Female,22,MECH,2,Medium,Master,Day Scholar,67.82,46.52,76.5,56.17,4.26,1,26.75,Low,47.66,25.59,15.41,52.12,0,Low,5.52,0,0
STU01500,Female,19,CSE,1,Medium,Master,Hosteller,58.99,64.81,68.52,51.75,7.29,0,14.01,Low,29.3,77.27,14.42,46.6,0,Medium,5.89,1,1
STU01501,Female,20,CIVIL,2,Medium,PhD,Day Scholar,83.0,89.02,67.01,67.89,6.43,0,31.19,Low,44.15,87.91,10.0,50.85,0,Low,7.59,1,0
STU01502,Female,22,MCA,2,Medium,Bachelor,Hosteller,71.25,57.99,62.18,77.32,5.06,1,13.71,Medium,26.24,72.69,16.9,37.96,0,Medium,6.06,1,0
STU01503,Male,24,MECH,3,Medium,No Degree,Hosteller,100.0,73.69,93.66,51.03,4.44,0,22.93,Medium,45.03,51.27,4.25,46.82,0,High,7.06,1,0
STU01504,Male,21,ECE,1,Medium,Bachelor,Day Scholar,75.69,68.43,84.15,52.88,6.58,0,18.53,Low,39.82,54.5,17.09,70.46,1,High,6.3,1,0
STU01505,Female,19,ECE,1,Medium,Master,Hosteller,73.95,77.37,89.89,75.39,7.29,1,18.5,Medium,54.73,46.42,22.19,39.05,0,High,7.08,1,0
STU01506,Male,21,CSE,4,Low,Bachelor,Day Scholar,86.96,42.55,70.5,64.29,6.42,1,8.72,Medium,49.34,35.11,14.42,26.57,0,Medium,5.47,1,0
STU01507,Female,24,MCA,3,Low,No Degree,Hosteller,86.2,86.29,71.35,57.12,5.17,1,16.47,Low,38.37,62.94,12.17,38.99,0,Low,6.41,0,0
STU01508,Male,22,EEE,3,Low,PhD,Hosteller,95.77,69.42,82.02,56.96,8.36,0,8.99,Medium,41.71,81.56,9.19,60.23,1,Medium,7.09,1,0
STU01509,Female,22,CSE,3,Medium,PhD,Day Scholar,86.01,78.53,57.43,64.87,5.95,0,10.21,Medium,55.68,41.23,11.31,75.16,0,High,6.94,1,0
STU01510,Female,20,MBA,1,Medium,Diploma,Hosteller,67.94,72.12,50.97,80.48,8.82,1,19.06,Medium,65.69,56.98,14.9,30.01,0,Medium,5.11,1,0
STU01511,Female,20,EEE,2,Medium,Bachelor,Hosteller,84.59,71.05,77.23,68.42,6.96,0,29.88,Medium,0.0,66.42,13.92,59.28,0,Medium,7.43,1,0
STU01512,Male,21,CSE,2,Medium,Bachelor,Day Scholar,74.86,80.43,45.45,64.71,7.16,0,18.09,Medium,24.32,92.6,11.24,66.62,0,Medium,7.61,1,0
